Date,Open,High,Low,Close,Adj Close,Volume
2017-06-23,36.282501,36.790001,36.2775,36.57,34.232277,141757600
2017-06-26,36.7925,37.07,36.345001,36.455002,34.124649,102769600
2017-06-27,36.252499,36.540001,35.904999,35.932499,33.63554,99047600
2017-06-28,36.122501,36.5275,35.790001,36.4575,34.126984,88329600
2017-06-29,36.177502,36.282501,35.57,35.919998,33.623844,125997600
2017-06-30,36.112499,36.240002,35.945,36.005001,33.703403,92096400
2017-07-03,36.220001,36.325001,35.775002,35.875,33.581718,57111200
2017-07-05,35.922501,36.197498,35.68,36.022499,33.719784,86278400
2017-07-06,35.755001,35.875,35.602501,35.682499,33.401531,96515200
2017-07-07,35.724998,36.1875,35.724998,36.044998,33.740841,76806800
2017-07-10,36.0275,36.487499,35.842499,36.264999,33.946789,84362400
2017-07-11,36.182499,36.462502,36.095001,36.3825,34.056767,79127200
2017-07-12,36.467499,36.544998,36.205002,36.435001,34.105904,99538000
2017-07-13,36.375,37.122501,36.360001,36.942501,34.580978,100797600
2017-07-14,36.9925,37.3325,36.8325,37.259998,34.878178,80528400
2017-07-17,37.205002,37.724998,37.142502,37.389999,34.99987,95174000
2017-07-18,37.299999,37.532501,37.1675,37.52,35.121555,71475200
2017-07-19,37.619999,37.855,37.487499,37.755001,35.34153,83692000
2017-07-20,37.875,37.935001,37.547501,37.584999,35.182407,68974800
2017-07-21,37.497501,37.610001,37.220001,37.567501,35.166027,105010400
2017-07-24,37.645,38.110001,37.474998,38.022499,35.591934,85972800
2017-07-25,37.950001,38.459999,37.950001,38.185001,35.744053,75415600
2017-07-26,38.337502,38.482498,38.264999,38.365002,35.912533,63124000
2017-07-27,38.4375,38.497501,36.825001,37.639999,35.233891,129905200
2017-07-28,37.4725,37.557499,37.297501,37.375,34.985828,68854800
2017-07-31,37.474998,37.5825,37.032501,37.182499,34.805634,79383600
2017-08-01,37.275002,37.555,37.102501,37.512501,35.114544,141474400
2017-08-02,39.82,39.9375,39.040001,39.285,36.773727,279747200
2017-08-03,39.262501,39.302502,38.755001,38.892502,36.406319,108389200
2017-08-04,39.017502,39.349998,38.922501,39.0975,36.598221,82239600
2017-08-07,39.264999,39.73,39.1675,39.702499,37.164543,87481200
2017-08-08,39.650002,40.4575,39.567501,40.02,37.461742,144823600
2017-08-09,39.814999,40.317501,39.7775,40.264999,37.69109,104526000
2017-08-10,39.974998,40,38.657501,38.830002,36.490547,163217200
2017-08-11,39.150002,39.642502,39.017502,39.369999,36.99802,105028400
2017-08-14,39.830002,40.052502,39.6875,39.962502,37.554817,88490800
2017-08-15,40.165001,40.549999,40.035,40.400002,37.965973,117862000
2017-08-16,40.485001,40.627499,40.037498,40.237499,37.813259,110686400
2017-08-17,40.130001,40.177502,39.459999,39.465,37.087292,111762400
2017-08-18,39.465,39.875,39.18,39.375,37.002716,109712400
2017-08-21,39.375,39.4725,38.7775,39.302502,36.934582,105474000
2017-08-22,39.557499,40,39.505001,39.945,37.538383,86418400
2017-08-23,39.767502,40.1175,39.720001,39.994999,37.585365,77596400
2017-08-24,40.107498,40.185001,39.637501,39.817501,37.418564,79275600
2017-08-25,39.912498,40.139999,39.817501,39.965,37.557171,101920400
2017-08-28,40.035,40.5,39.982498,40.3675,37.935432,103864000
2017-08-29,40.025002,40.779999,40,40.727501,38.273739,118067600
2017-08-30,40.950001,40.9725,40.6525,40.837502,38.37711,109078400
2017-08-31,40.91,41.130001,40.869999,41,38.529819,107140400
2017-09-01,41.200001,41.235001,40.907501,41.012501,38.541561,66364400
2017-09-05,40.9375,41.0625,40.139999,40.52,38.078735,117874000
2017-09-06,40.677502,40.747501,40.130001,40.477501,38.038788,86606800
2017-09-07,40.522499,40.560001,40.09,40.314999,37.886089,87714000
2017-09-08,40.215,40.287498,39.6325,39.657501,37.2682,114446000
2017-09-11,40.125,40.512501,39.9725,40.375,37.942471,126323200
2017-09-12,40.6525,40.990002,39.692501,40.215,37.79211,286856000
2017-09-13,39.967499,39.990002,39.477501,39.912498,37.507828,179629600
2017-09-14,39.747501,39.849998,39.522499,39.57,37.185978,95042800
2017-09-15,39.6175,40.2425,39.5,39.970001,37.561878,196458400
2017-09-18,40.0275,40.125,39.5,39.6675,37.277592,113077600
2017-09-19,39.877499,39.942501,39.610001,39.682499,37.291687,83242400
2017-09-20,39.474998,39.564999,38.4575,39.017502,36.666759,211805600
2017-09-21,38.950001,38.950001,38.1875,38.3475,36.037125,150046800
2017-09-22,37.884998,38.067501,37.639999,37.9725,35.684723,186581600
2017-09-25,37.497501,37.9575,37.290001,37.637501,35.369904,177549200
2017-09-26,37.945,38.48,37.922501,38.285,35.978382,146640000
2017-09-27,38.450001,38.68,38.384998,38.557499,36.234474,102016800
2017-09-28,38.4725,38.57,38.174999,38.32,36.01128,88022000
2017-09-29,38.302502,38.532501,38,38.529999,36.208626,105199200
2017-10-02,38.564999,38.612499,38.18,38.452499,36.135796,74795200
2017-10-03,38.502499,38.772499,38.477501,38.619999,36.293217,64921200
2017-10-04,38.407501,38.465,38.115002,38.369999,36.058273,80655200
2017-10-05,38.544998,38.860001,38.512501,38.8475,36.506996,85135200
2017-10-06,38.7425,38.872501,38.639999,38.825001,36.485859,69630400
2017-10-09,38.952499,39.182499,38.872501,38.959999,36.612728,65051600
2017-10-10,39.014999,39.5,38.775002,38.974998,36.62682,62468000
2017-10-11,38.9925,39.244999,38.9375,39.137501,36.779522,67622400
2017-10-12,39.087502,39.342499,38.932499,39,36.650318,64500400
2017-10-13,39.182499,39.32,39.102501,39.247501,36.882893,65576800
2017-10-16,39.474998,40,39.412498,39.970001,37.561878,96486000
2017-10-17,39.945,40.217499,39.807499,40.1175,37.700489,75989200
2017-10-18,40.105,40.177502,39.900002,39.939999,37.533669,65496800
2017-10-19,39.1875,39.27,38.755001,38.994999,36.645607,170336800
2017-10-20,39.1525,39.4375,38.990002,39.0625,36.709053,95896400
2017-10-23,39.2225,39.422501,38.875,39.0425,36.69025,87937200
2017-10-24,39.072498,39.355,39.049999,39.275002,36.908749,71028800
2017-10-25,39.227501,39.387501,38.817501,39.102501,36.746635,84828400
2017-10-26,39.307499,39.4575,39.195,39.352501,36.981567,68002000
2017-10-27,39.822498,40.900002,39.674999,40.762501,38.306622,177816800
2017-10-30,40.9725,42.017502,40.93,41.68,39.168846,178803200
2017-10-31,41.974998,42.412498,41.735001,42.259998,39.713898,144187200
2017-11-01,42.467499,42.485001,41.4025,41.7225,39.20879,134551200
2017-11-02,41.650002,42.125,41.32,42.0275,39.495411,165573600
2017-11-03,43.5,43.564999,42.779999,43.125,40.526775,237594400
2017-11-06,43.092499,43.747501,42.93,43.5625,40.937935,140105200
2017-11-07,43.477501,43.8125,43.400002,43.702499,41.069492,97446000
2017-11-08,43.665001,44.060001,43.5825,44.060001,41.405449,97638000
2017-11-09,43.7775,44.025002,43.285,43.970001,41.320877,117930400
2017-11-10,43.7775,43.845001,43.567501,43.6675,41.184135,100582000
2017-11-13,43.375,43.625,43.349998,43.4925,41.019073,67928400
2017-11-14,43.259998,43.369999,42.794998,42.834999,40.398979,99130000
2017-11-15,42.4925,42.580002,42.095001,42.27,39.8661,116632400
2017-11-16,42.794998,42.967499,42.575001,42.775002,40.342381,94550000
2017-11-17,42.759998,42.8475,42.41,42.537498,40.118389,87598000
2017-11-20,42.572498,42.639999,42.389999,42.494999,40.078308,65049600
2017-11-21,42.695,43.424999,42.695,43.285,40.823376,100525200
2017-11-22,43.34,43.75,43.262501,43.740002,41.25251,102355600
2017-11-24,43.775002,43.875,43.662498,43.7425,41.254856,56106800
2017-11-27,43.762501,43.77,43.334999,43.522499,41.047382,82867200
2017-11-28,43.575001,43.717499,42.965,43.267502,40.806866,105715200
2017-11-29,43.157501,43.23,41.790001,42.369999,39.960407,166665600
2017-11-30,42.607498,43.035,42.110001,42.962502,40.519226,166108800
2017-12-01,42.487499,42.9175,42.125,42.762501,40.330582,159037200
2017-12-04,43.119999,43.154999,42.407501,42.450001,40.035862,130169600
2017-12-05,42.264999,42.880001,42.099998,42.41,39.998131,109400800
2017-12-06,41.875,42.549999,41.615002,42.252499,39.849602,114240000
2017-12-07,42.2575,42.610001,42.227501,42.330002,39.922699,102693200
2017-12-08,42.622501,42.75,42.205002,42.342499,39.934475,93420800
2017-12-11,42.299999,43.2225,42.197498,43.1675,40.712555,141095200
2017-12-12,43.037498,43.0975,42.865002,42.924999,40.483845,77636800
2017-12-13,43.125,43.384998,43,43.067501,40.618252,95273600
2017-12-14,43.099998,43.282501,42.912498,43.055,40.606457,81906000
2017-12-15,43.407501,43.5425,43.115002,43.4925,41.019073,160677200
2017-12-18,43.720001,44.299999,43.715,44.105,41.596752,117684400
2017-12-19,43.7575,43.8475,43.522499,43.634998,41.153465,109745600
2017-12-20,43.717499,43.855,43.3125,43.587502,41.108665,93902400
2017-12-21,43.5425,44.005001,43.525002,43.752499,41.26429,83799600
2017-12-22,43.669998,43.855,43.625,43.752499,41.26429,65397600
2017-12-26,42.700001,42.8675,42.419998,42.642502,40.217422,132742000
2017-12-27,42.525002,42.695,42.427502,42.650002,40.22448,85992800
2017-12-28,42.75,42.962502,42.619999,42.77,40.337677,65920800
2017-12-29,42.630001,42.647499,42.305,42.307499,39.901466,103999600
2018-01-02,42.540001,43.075001,42.314999,43.064999,40.615891,102223600
2018-01-03,43.1325,43.637501,42.990002,43.057499,40.60881,118071600
2018-01-04,43.134998,43.3675,43.02,43.2575,40.79744,89738400
2018-01-05,43.360001,43.842499,43.262501,43.75,41.261936,94640000
2018-01-08,43.587502,43.9025,43.482498,43.587502,41.108665,82271200
2018-01-09,43.637501,43.764999,43.352501,43.5825,41.103962,86336000
2018-01-10,43.290001,43.575001,43.25,43.572498,41.094524,95839600
2018-01-11,43.647499,43.872501,43.622501,43.82,41.327942,74670800
2018-01-12,44.044998,44.34,43.912498,44.272499,41.754719,101672400
2018-01-16,44.474998,44.8475,44.035,44.047501,41.542522,118263600
2018-01-17,44.037498,44.8125,43.767502,44.775002,42.228645,137547200
2018-01-18,44.842499,45.025002,44.5625,44.814999,42.266361,124773600
2018-01-19,44.6525,44.895,44.352501,44.615002,42.077747,129700400
2018-01-22,44.325001,44.445,44.150002,44.25,41.73349,108434400
2018-01-23,44.325001,44.860001,44.205002,44.259998,41.742935,130756400
2018-01-24,44.3125,44.325001,43.299999,43.555,41.078018,204420400
2018-01-25,43.627499,43.737499,42.6325,42.7775,40.344749,166116000
2018-01-26,43,43,42.514999,42.877499,40.439056,156572000
2018-01-29,42.540001,42.540001,41.767502,41.990002,39.602032,202561600
2018-01-30,41.3825,41.842499,41.174999,41.7425,39.368595,184192800
2018-01-31,41.717499,42.110001,41.625,41.857498,39.477058,129915600
2018-02-01,41.7925,42.154999,41.689999,41.945,39.559578,188923200
2018-02-02,41.5,41.700001,40.025002,40.125,37.843082,346375200
2018-02-05,39.775002,40.970001,39,39.122501,36.897594,290954000
2018-02-06,38.7075,40.93,38.5,40.7575,38.439629,272975200
2018-02-07,40.772499,40.849998,39.767502,39.884998,37.616741,206434400
2018-02-08,40.072498,40.25,38.7575,38.787498,36.581642,217562000
2018-02-09,39.267502,39.4725,37.560001,39.102501,37.029095,282690400
2018-02-12,39.625,40.9725,39.377499,40.677502,38.520576,243278000
2018-02-13,40.487499,41.1875,40.412498,41.084999,38.906475,130196800
2018-02-14,40.759998,41.884998,40.720001,41.842499,39.623806,162579600
2018-02-15,42.447498,43.272499,42.25,43.247501,40.954315,204588800
2018-02-16,43.09,43.705002,42.942501,43.107498,40.821728,160704400
2018-02-20,43.012501,43.564999,42.855,42.962502,40.684425,135722000
2018-02-21,43.2075,43.529999,42.752499,42.767502,40.499775,149886400
2018-02-22,42.950001,43.487499,42.927502,43.125,40.838295,123967600
2018-02-23,43.4175,43.912498,43.384998,43.875,41.548542,135249600
2018-02-26,44.087502,44.8475,44.052502,44.7425,42.370049,152648800
2018-02-27,44.775002,45.119999,44.540001,44.5975,42.232727,155712400
2018-02-28,44.814999,45.154999,44.512501,44.529999,42.168797,151128400
2018-03-01,44.634998,44.945,43.165001,43.75,41.430164,195208000
2018-03-02,43.200001,44.075001,43.112499,44.052502,41.716621,153816000
2018-03-05,43.802502,44.435001,43.630001,44.205002,41.861038,113605600
2018-03-06,44.477501,44.5625,44.032501,44.1675,41.825523,95154000
2018-03-07,43.735001,43.962502,43.567501,43.7575,41.437263,126814000
2018-03-08,43.869999,44.279999,43.767502,44.235001,41.889442,95096400
2018-03-09,44.490002,45,44.3475,44.994999,42.60915,128740800
2018-03-12,45.072498,45.5975,45.052502,45.43,43.021091,128828400
2018-03-13,45.647499,45.875,44.810001,44.9925,42.606781,126774000
2018-03-14,45.080002,45.130001,44.452499,44.610001,42.244556,117473600
2018-03-15,44.625,45.060001,44.517502,44.662498,42.294273,90975200
2018-03-16,44.662498,44.779999,44.404999,44.505001,42.145126,157618800
2018-03-19,44.330002,44.3675,43.415001,43.825001,41.50119,133787200
2018-03-20,43.810001,44.200001,43.735001,43.810001,41.486984,78597600
2018-03-21,43.759998,43.772499,42.814999,42.817501,40.547104,148219600
2018-03-22,42.5,43.169998,42.150002,42.212502,39.974194,165963200
2018-03-23,42.0975,42.48,41.235001,41.235001,39.048523,164115200
2018-03-26,42.017502,43.275002,41.610001,43.192501,40.902225,150164800
2018-03-27,43.419998,43.787498,41.73,42.084999,39.853436,163690400
2018-03-28,41.8125,42.505001,41.297501,41.619999,39.413094,166674000
2018-03-29,41.952499,42.9375,41.724998,41.945,39.720875,153594000
2018-04-02,41.66,42.235001,41.1175,41.669998,39.460461,150347200
2018-04-03,41.91,42.1875,41.220001,42.0975,39.865288,121112000
2018-04-04,41.220001,43.002499,41.192501,42.9025,40.627586,138422000
2018-04-05,43.145,43.557499,43.02,43.200001,40.909328,107732800
2018-04-06,42.7425,43.119999,42.049999,42.095001,39.862915,140021200
2018-04-09,42.470001,43.272499,42.462502,42.512501,40.258289,116070800
2018-04-10,43.25,43.5,42.8825,43.3125,41.015858,113634400
2018-04-11,43.057499,43.48,42.924999,43.110001,40.824093,89726400
2018-04-12,43.352501,43.75,43.259998,43.535,41.226566,91557200
2018-04-13,43.695,43.959999,43.462502,43.682499,41.366241,100497200
2018-04-16,43.7575,44.047501,43.7075,43.955002,41.62429,86313600
2018-04-17,44.122501,44.735001,44.102501,44.560001,42.197205,106421600
2018-04-18,44.452499,44.705002,44.220001,44.459999,42.102512,83018000
2018-04-19,43.439999,43.8475,43.165001,43.200001,40.909328,139235200
2018-04-20,42.650002,42.805,41.357498,41.43,39.233189,261964400
2018-04-23,41.7075,41.73,41.022499,41.310001,39.119549,146062000
2018-04-24,41.4175,41.5825,40.305,40.735001,38.575031,134768000
2018-04-25,40.654999,41.355,40.602501,40.912498,38.743126,113528400
2018-04-26,41.029999,41.432499,40.842499,41.055,38.878063,111852000
2018-04-27,41,41.0825,40.157501,40.580002,38.428246,142623200
2018-04-30,40.532501,41.814999,40.459999,41.314999,39.124275,169709600
2018-05-01,41.602501,42.299999,41.317501,42.275002,40.033371,214277600
2018-05-02,43.807499,44.4375,43.450001,44.142502,41.801846,266157600
2018-05-03,43.970001,44.375,43.610001,44.2225,41.877605,136272800
2018-05-04,44.5625,46.0625,44.5425,45.9575,43.520615,224805200
2018-05-07,46.294998,46.9175,46.1875,46.290001,43.83548,169805600
2018-05-08,46.247501,46.555,45.9175,46.512501,44.046181,113611200
2018-05-09,46.637501,46.849998,46.305,46.84,44.356319,92844800
2018-05-10,46.935001,47.592499,46.912498,47.509998,44.990788,111957200
2018-05-11,47.372501,47.514999,46.862499,47.147499,44.819675,104848800
2018-05-14,47.252499,47.3825,46.965,47.037498,44.715099,83115200
2018-05-15,46.695,46.767502,46.275002,46.610001,44.30872,94780800
2018-05-16,46.517502,47.115002,46.5,47.044998,44.72224,76732400
2018-05-17,47,47.227501,46.59,46.747501,44.439423,69176000
2018-05-18,46.797501,46.952499,46.532501,46.577499,44.277813,73190800
2018-05-21,47,47.317501,46.727501,46.907501,44.591534,73603200
2018-05-22,47.095001,47.220001,46.695,46.790001,44.47982,60962800
2018-05-23,46.587502,47.125,46.439999,47.09,44.765018,80233600
2018-05-24,47.192501,47.209999,46.552502,47.037498,44.715099,92936000
2018-05-25,47.057499,47.412498,46.912498,47.145,44.817303,69844000
2018-05-29,46.900002,47.1875,46.717499,46.974998,44.655689,90056400
2018-05-30,46.93,47,46.695,46.875,44.560627,74762000
2018-05-31,46.805,47.057499,46.535,46.717499,44.4109,109931200
2018-06-01,46.997501,47.564999,46.9375,47.560001,45.211811,93770000
2018-06-04,47.91,48.355,47.837502,47.9575,45.589672,105064800
2018-06-05,48.267502,48.485001,48.09,48.327499,45.941422,86264000
2018-06-06,48.407501,48.52,47.98,48.494999,46.100639,83734400
2018-06-07,48.535,48.549999,48.084999,48.365002,45.977058,85388800
2018-06-08,47.7925,48,47.442501,47.924999,45.558796,106627200
2018-06-11,47.837502,47.9925,47.552502,47.807499,45.44709,73234000
2018-06-12,47.8475,48.1525,47.787498,48.07,45.696629,67644400
2018-06-13,48.105,48.220001,47.610001,47.674999,45.321136,86553600
2018-06-14,47.887501,47.892502,47.555,47.700001,45.344898,86440400
2018-06-15,47.5075,47.540001,47.064999,47.209999,44.879093,246876800
2018-06-18,46.970001,47.305,46.799999,47.185001,44.855328,73939600
2018-06-19,46.285,46.5825,45.862499,46.422501,44.13047,134314000
2018-06-20,46.587502,46.799999,46.432499,46.625,44.322975,82514800
2018-06-21,46.8125,47.087502,46.235001,46.365002,44.075813,102847600
2018-06-22,46.529999,46.537498,46.174999,46.23,43.947475,108801600
2018-06-25,45.849998,46.23,45.182499,45.5425,43.293922,126652400
2018-06-26,45.747501,46.6325,45.634998,46.107498,43.83102,98276800
2018-06-27,46.307499,46.82,46.0075,46.040001,43.766861,101141200
2018-06-28,46.025002,46.552502,45.950001,46.375,44.085316,69460800
2018-06-29,46.572498,46.797501,45.727501,46.2775,43.992626,90950800
2018-07-02,45.955002,46.825001,45.855,46.794998,44.484585,70925200
2018-07-03,46.947498,46.987499,45.884998,45.98,43.709816,55819200
2018-07-05,46.314999,46.602501,46.07,46.349998,44.061546,66416800
2018-07-06,46.355,47.107498,46.299999,46.9925,44.672325,69940800
2018-07-09,47.375,47.669998,47.325001,47.645,45.292603,79026400
2018-07-10,47.677502,47.82,47.544998,47.587502,45.237949,63756400
2018-07-11,47.125,47.445,46.9025,46.970001,44.65094,75326000
2018-07-12,47.3825,47.852501,47.327499,47.7575,45.399555,72164400
2018-07-13,47.77,47.959999,47.724998,47.8325,45.470856,50055600
2018-07-16,47.880001,48.162498,47.605,47.727501,45.371037,60172400
2018-07-17,47.4375,47.967499,47.299999,47.862499,45.499371,62138000
2018-07-18,47.945,47.950001,47.482498,47.599998,45.249832,65573600
2018-07-19,47.422501,48.137501,47.422501,47.970001,45.60157,81147200
2018-07-20,47.945,48.107498,47.5425,47.860001,45.49699,82704800
2018-07-23,47.669998,47.990002,47.389999,47.9025,45.537399,63957600
2018-07-24,48.112499,48.415001,48.012501,48.25,45.867737,74791600
2018-07-25,48.264999,48.712502,48.107498,48.705002,46.300278,66839600
2018-07-26,48.6525,48.990002,48.4025,48.552502,46.155304,76304000
2018-07-27,48.747501,48.797501,47.525002,47.744999,45.387676,96096000
2018-07-30,47.974998,48.049999,47.267502,47.477501,45.133381,84118000
